#Date de creation : 201711071221;;;;;;;;;;;;;
#Debut de periode : 201711061221;;;;;;;;;;;;;
#Fin de periode : 201711071221;;;;;;;;;;;;;
#Sites attendus : S0000005;Y6434010;Y6442010;Y6234020;Y6125012;Y6035610;Y6442022;Y6042010;Y6122010;Y6002030;Y6224010;Y6424010;Y6334040;Y6442020
#Entite; Parametre (H ou Q); Reseau (AAAAMMDDHHmm); Valeur (H en m, Q en m3/s);;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.470;;;;;;;;;;
Y6424010;H;2,02E+11;-0.470;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.470;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.490;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.490;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.490;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.480;;;;;;;;;;
Y6424010;H;2,02E+11;-0.490;;;;;;;;;;
Y6424010;H;2,02E+11;-0.490;;;;;;;;;;
Y6002030;H;2,02E+11;-0.160;;;;;;;;;;
Y6002030;H;2,02E+11;-0.160;;;;;;;;;;
Y6002030;H;2,02E+11;-0.160;;;;;;;;;;
Y6002030;H;2,02E+11;-0.160;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
Y6002030;H;2,02E+11;-0.170;;;;;;;;;;
S0000005;H;2,02E+11;0.390;;;;;;;;;;
S0000005;H;2,02E+11;0.390;;;;;;;;;;
S0000005;H;2,02E+11;0.380;;;;;;;;;;
S0000005;H;2,02E+11;0.380;;;;;;;;;;
S0000005;H;2,02E+11;0.380;;;;;;;;;;
S0000005;H;2,02E+11;0.380;;;;;;;;;;
S0000005;H;2,02E+11;0.380;;;;;;;;;;
S0000005;H;2,02E+11;0.380;;;;;;;;;;
S0000005;H;2,02E+11;0.380;;;;;;;;;;
S0000005;H;2,02E+11;0.380;;;;;;;;;;
S0000005;H;2,02E+11;0.380;;;;;;;;;;
S0000005;H;2,02E+11;0.380;;;;;;;;;;
S0000005;H;2,02E+11;0.380;;;;;;;;;;
S0000005;H;2,02E+11;0.380;;;;;;;;;;
S0000005;H;2,02E+11;0.380;;;;;;;;;;
S0000005;H;2,02E+11;0.380;;;;;;;;;;
S0000005;H;2,02E+11;0.380;;;;;;;;;;
S0000005;H;2,02E+11;0.380;;;;;;;;;;
S0000005;H;2,02E+11;0.380;;;;;;;;;;
S0000005;H;2,02E+11;0.380;;;;;;;;;;
S0000005;H;2,02E+11;0.380;;;;;;;;;;
S0000005;H;2,02E+11;0.380;;;;;;;;;;
S0000005;H;2,02E+11;0.380;;;;;;;;;;
S0000005;H;2,02E+11;0.380;;;;;;;;;;
Y6125012;H;2,02E+11;0.281;;;;;;;;;;
Y6125012;H;2,02E+11;0.280;;;;;;;;;;
Y6125012;H;2,02E+11;0.285;;;;;;;;;;
Y6125012;H;2,02E+11;0.279;;;;;;;;;;
Y6125012;H;2,02E+11;0.283;;;;;;;;;;
Y6125012;H;2,02E+11;0.285;;;;;;;;;;
Y6125012;H;2,02E+11;0.282;;;;;;;;;;
Y6125012;H;2,02E+11;0.281;;;;;;;;;;
Y6125012;H;2,02E+11;0.279;;;;;;;;;;
Y6125012;H;2,02E+11;0.273;;;;;;;;;;
Y6125012;H;2,02E+11;0.272;;;;;;;;;;
Y6125012;H;2,02E+11;0.274;;;;;;;;;;
Y6125012;H;2,02E+11;0.276;;;;;;;;;;
Y6125012;H;2,02E+11;0.267;;;;;;;;;;
Y6125012;H;2,02E+11;0.270;;;;;;;;;;
Y6125012;H;2,02E+11;0.270;;;;;;;;;;
Y6125012;H;2,02E+11;0.268;;;;;;;;;;
Y6125012;H;2,02E+11;0.274;;;;;;;;;;
Y6125012;H;2,02E+11;0.271;;;;;;;;;;
Y6125012;H;2,02E+11;0.265;;;;;;;;;;
Y6125012;H;2,02E+11;0.267;;;;;;;;;;
Y6125012;H;2,02E+11;0.266;;;;;;;;;;
Y6125012;H;2,02E+11;0.268;;;;;;;;;;
Y6125012;H;2,02E+11;0.266;;;;;;;;;;
Y6125012;H;2,02E+11;0.263;;;;;;;;;;
Y6125012;H;2,02E+11;0.264;;;;;;;;;;
Y6125012;H;2,02E+11;0.266;;;;;;;;;;
Y6125012;H;2,02E+11;0.265;;;;;;;;;;
Y6125012;H;2,02E+11;0.261;;;;;;;;;;
Y6125012;H;2,02E+11;0.260;;;;;;;;;;
Y6125012;H;2,02E+11;0.259;;;;;;;;;;
Y6125012;H;2,02E+11;0.259;;;;;;;;;;
Y6125012;H;2,02E+11;0.260;;;;;;;;;;
Y6125012;H;2,02E+11;0.261;;;;;;;;;;
Y6125012;H;2,02E+11;0.258;;;;;;;;;;
Y6125012;H;2,02E+11;0.258;;;;;;;;;;
Y6125012;H;2,02E+11;0.261;;;;;;;;;;
Y6125012;H;2,02E+11;0.261;;;;;;;;;;
Y6125012;H;2,02E+11;0.261;;;;;;;;;;
Y6125012;H;2,02E+11;0.260;;;;;;;;;;
Y6125012;H;2,02E+11;0.261;;;;;;;;;;
Y6125012;H;2,02E+11;0.257;;;;;;;;;;
Y6125012;H;2,02E+11;0.256;;;;;;;;;;
Y6125012;H;2,02E+11;0.257;;;;;;;;;;
Y6125012;H;2,02E+11;0.258;;;;;;;;;;
Y6125012;H;2,02E+11;0.260;;;;;;;;;;
Y6125012;H;2,02E+11;0.259;;;;;;;;;;
Y6125012;H;2,02E+11;0.256;;;;;;;;;;
Y6125012;H;2,02E+11;0.253;;;;;;;;;;
Y6125012;H;2,02E+11;0.255;;;;;;;;;;
Y6125012;H;2,02E+11;0.253;;;;;;;;;;
Y6125012;H;2,02E+11;0.249;;;;;;;;;;
Y6125012;H;2,02E+11;0.252;;;;;;;;;;
Y6125012;H;2,02E+11;0.253;;;;;;;;;;
Y6125012;H;2,02E+11;0.252;;;;;;;;;;
Y6125012;H;2,02E+11;0.257;;;;;;;;;;
Y6125012;H;2,02E+11;0.254;;;;;;;;;;
Y6125012;H;2,02E+11;0.250;;;;;;;;;;
Y6125012;H;2,02E+11;0.251;;;;;;;;;;
Y6125012;H;2,02E+11;0.258;;;;;;;;;;
Y6125012;H;2,02E+11;0.248;;;;;;;;;;
Y6125012;H;2,02E+11;0.255;;;;;;;;;;
Y6125012;H;2,02E+11;0.248;;;;;;;;;;
Y6125012;H;2,02E+11;0.254;;;;;;;;;;
Y6125012;H;2,02E+11;0.247;;;;;;;;;;
Y6125012;H;2,02E+11;0.254;;;;;;;;;;
Y6125012;H;2,02E+11;0.249;;;;;;;;;;
Y6125012;H;2,02E+11;0.249;;;;;;;;;;
Y6125012;H;2,02E+11;0.246;;;;;;;;;;
Y6125012;H;2,02E+11;0.247;;;;;;;;;;
Y6125012;H;2,02E+11;0.252;;;;;;;;;;
Y6125012;H;2,02E+11;0.250;;;;;;;;;;
Y6125012;H;2,02E+11;0.247;;;;;;;;;;
Y6125012;H;2,02E+11;0.253;;;;;;;;;;
Y6125012;H;2,02E+11;0.248;;;;;;;;;;
Y6125012;H;2,02E+11;0.245;;;;;;;;;;
Y6125012;H;2,02E+11;0.248;;;;;;;;;;
Y6125012;H;2,02E+11;0.249;;;;;;;;;;
Y6125012;H;2,02E+11;0.246;;;;;;;;;;
Y6125012;H;2,02E+11;0.244;;;;;;;;;;
Y6125012;H;2,02E+11;0.251;;;;;;;;;;
Y6125012;H;2,02E+11;0.243;;;;;;;;;;
Y6125012;H;2,02E+11;0.245;;;;;;;;;;
Y6125012;H;2,02E+11;0.246;;;;;;;;;;
Y6125012;H;2,02E+11;0.244;;;;;;;;;;
Y6125012;H;2,02E+11;0.245;;;;;;;;;;
Y6125012;H;2,02E+11;0.245;;;;;;;;;;
Y6125012;H;2,02E+11;0.248;;;;;;;;;;
Y6125012;H;2,02E+11;0.244;;;;;;;;;;
Y6125012;H;2,02E+11;0.244;;;;;;;;;;
Y6125012;H;2,02E+11;0.248;;;;;;;;;;
Y6125012;H;2,02E+11;0.250;;;;;;;;;;
Y6125012;H;2,02E+11;0.252;;;;;;;;;;
Y6125012;H;2,02E+11;0.246;;;;;;;;;;
Y6125012;H;2,02E+11;0.249;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.080;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.080;;;;;;;;;;
Y6035610;H;2,02E+11;0.080;;;;;;;;;;
Y6035610;H;2,02E+11;0.080;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.080;;;;;;;;;;
Y6035610;H;2,02E+11;0.080;;;;;;;;;;
Y6035610;H;2,02E+11;0.080;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.080;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.080;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.080;;;;;;;;;;
Y6035610;H;2,02E+11;0.080;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.080;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.080;;;;;;;;;;
Y6035610;H;2,02E+11;0.080;;;;;;;;;;
Y6035610;H;2,02E+11;0.080;;;;;;;;;;
Y6035610;H;2,02E+11;0.080;;;;;;;;;;
Y6035610;H;2,02E+11;0.080;;;;;;;;;;
Y6035610;H;2,02E+11;0.080;;;;;;;;;;
Y6035610;H;2,02E+11;0.080;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.080;;;;;;;;;;
Y6035610;H;2,02E+11;0.080;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.080;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.080;;;;;;;;;;
Y6035610;H;2,02E+11;0.080;;;;;;;;;;
Y6035610;H;2,02E+11;0.080;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.080;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.080;;;;;;;;;;
Y6035610;H;2,02E+11;0.080;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.080;;;;;;;;;;
Y6035610;H;2,02E+11;0.080;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.080;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.080;;;;;;;;;;
Y6035610;H;2,02E+11;0.080;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6035610;H;2,02E+11;0.070;;;;;;;;;;
Y6122010;H;2,02E+11;1.215;;;;;;;;;;
Y6122010;H;2,02E+11;1.224;;;;;;;;;;
Y6122010;H;2,02E+11;1.224;;;;;;;;;;
Y6122010;H;2,02E+11;1.229;;;;;;;;;;
Y6122010;H;2,02E+11;1.230;;;;;;;;;;
Y6122010;H;2,02E+11;1.212;;;;;;;;;;
Y6122010;H;2,02E+11;1.221;;;;;;;;;;
Y6122010;H;2,02E+11;1.235;;;;;;;;;;
Y6122010;H;2,02E+11;1.224;;;;;;;;;;
Y6122010;H;2,02E+11;1.217;;;;;;;;;;
Y6122010;H;2,02E+11;1.209;;;;;;;;;;
Y6122010;H;2,02E+11;1.212;;;;;;;;;;
Y6122010;H;2,02E+11;1.220;;;;;;;;;;
Y6122010;H;2,02E+11;1.227;;;;;;;;;;
Y6122010;H;2,02E+11;1.221;;;;;;;;;;
Y6122010;H;2,02E+11;1.221;;;;;;;;;;
Y6122010;H;2,02E+11;1.220;;;;;;;;;;
Y6122010;H;2,02E+11;1.206;;;;;;;;;;
Y6122010;H;2,02E+11;1.230;;;;;;;;;;
Y6122010;H;2,02E+11;1.209;;;;;;;;;;
Y6122010;H;2,02E+11;1.217;;;;;;;;;;
Y6122010;H;2,02E+11;1.198;;;;;;;;;;
Y6122010;H;2,02E+11;1.198;;;;;;;;;;
Y6122010;H;2,02E+11;1.223;;;;;;;;;;
Y6122010;H;2,02E+11;1.209;;;;;;;;;;
Y6122010;H;2,02E+11;1.227;;;;;;;;;;
Y6122010;H;2,02E+11;1.223;;;;;;;;;;
Y6122010;H;2,02E+11;1.221;;;;;;;;;;
Y6122010;H;2,02E+11;1.224;;;;;;;;;;
Y6122010;H;2,02E+11;1.224;;;;;;;;;;
Y6122010;H;2,02E+11;1.209;;;;;;;;;;
Y6122010;H;2,02E+11;1.212;;;;;;;;;;
Y6122010;H;2,02E+11;1.198;;;;;;;;;;
Y6122010;H;2,02E+11;1.221;;;;;;;;;;
Y6122010;H;2,02E+11;1.214;;;;;;;;;;
Y6122010;H;2,02E+11;1.215;;;;;;;;;;
Y6122010;H;2,02E+11;1.217;;;;;;;;;;
Y6122010;H;2,02E+11;1.208;;;;;;;;;;
Y6122010;H;2,02E+11;1.212;;;;;;;;;;
Y6122010;H;2,02E+11;1.201;;;;;;;;;;
Y6122010;H;2,02E+11;1.204;;;;;;;;;;
Y6122010;H;2,02E+11;1.183;;;;;;;;;;
Y6122010;H;2,02E+11;1.206;;;;;;;;;;
Y6122010;H;2,02E+11;1.189;;;;;;;;;;
Y6122010;H;2,02E+11;1.220;;;;;;;;;;
Y6122010;H;2,02E+11;1.194;;;;;;;;;;
Y6122010;H;2,02E+11;1.208;;;;;;;;;;
Y6122010;H;2,02E+11;1.204;;;;;;;;;;
Y6122010;H;2,02E+11;1.197;;;;;;;;;;
Y6122010;H;2,02E+11;1.208;;;;;;;;;;
Y6122010;H;2,02E+11;1.209;;;;;;;;;;
Y6122010;H;2,02E+11;1.208;;;;;;;;;;
Y6122010;H;2,02E+11;1.197;;;;;;;;;;
Y6122010;H;2,02E+11;1.201;;;;;;;;;;
Y6122010;H;2,02E+11;1.192;;;;;;;;;;
Y6122010;H;2,02E+11;1.186;;;;;;;;;;
Y6122010;H;2,02E+11;1.201;;;;;;;;;;
Y6122010;H;2,02E+11;1.197;;;;;;;;;;
Y6122010;H;2,02E+11;1.194;;;;;;;;;;
Y6122010;H;2,02E+11;1.189;;;;;;;;;;
Y6122010;H;2,02E+11;1.192;;;;;;;;;;
Y6122010;H;2,02E+11;1.201;;;;;;;;;;
Y6122010;H;2,02E+11;1.197;;;;;;;;;;
Y6122010;H;2,02E+11;1.192;;;;;;;;;;
Y6122010;H;2,02E+11;1.198;;;;;;;;;;
Y6122010;H;2,02E+11;1.192;;;;;;;;;;
Y6122010;H;2,02E+11;1.191;;;;;;;;;;
Y6122010;H;2,02E+11;1.191;;;;;;;;;;
Y6122010;H;2,02E+11;1.185;;;;;;;;;;
Y6122010;H;2,02E+11;1.197;;;;;;;;;;
Y6122010;H;2,02E+11;1.197;;;;;;;;;;
Y6122010;H;2,02E+11;1.192;;;;;;;;;;
Y6122010;H;2,02E+11;1.192;;;;;;;;;;
Y6122010;H;2,02E+11;1.186;;;;;;;;;;
Y6122010;H;2,02E+11;1.201;;;;;;;;;;
Y6122010;H;2,02E+11;1.192;;;;;;;;;;
Y6122010;H;2,02E+11;1.191;;;;;;;;;;
Y6122010;H;2,02E+11;1.197;;;;;;;;;;
Y6122010;H;2,02E+11;1.186;;;;;;;;;;
Y6122010;H;2,02E+11;1.191;;;;;;;;;;
Y6122010;H;2,02E+11;1.182;;;;;;;;;;
Y6122010;H;2,02E+11;1.179;;;;;;;;;;
Y6122010;H;2,02E+11;1.185;;;;;;;;;;
Y6122010;H;2,02E+11;1.182;;;;;;;;;;
Y6122010;H;2,02E+11;1.174;;;;;;;;;;
Y6122010;H;2,02E+11;1.169;;;;;;;;;;
Y6122010;H;2,02E+11;1.197;;;;;;;;;;
Y6122010;H;2,02E+11;1.189;;;;;;;;;;
Y6122010;H;2,02E+11;1.182;;;;;;;;;;
Y6122010;H;2,02E+11;1.183;;;;;;;;;;
Y6122010;H;2,02E+11;1.183;;;;;;;;;;
Y6122010;H;2,02E+11;1.177;;;;;;;;;;
Y6122010;H;2,02E+11;1.175;;;;;;;;;;
Y6122010;H;2,02E+11;1.179;;;;;;;;;;
Y6122010;H;2,02E+11;1.185;;;;;;;;;;
Y6224010;H;2,02E+11;0.306;;;;;;;;;;
Y6224010;H;2,02E+11;0.310;;;;;;;;;;
Y6224010;H;2,02E+11;0.307;;;;;;;;;;
Y6224010;H;2,02E+11;0.308;;;;;;;;;;
Y6224010;H;2,02E+11;0.306;;;;;;;;;;
Y6224010;H;2,02E+11;0.312;;;;;;;;;;
Y6224010;H;2,02E+11;0.313;;;;;;;;;;
Y6224010;H;2,02E+11;0.318;;;;;;;;;;
Y6224010;H;2,02E+11;0.308;;;;;;;;;;
Y6224010;H;2,02E+11;0.308;;;;;;;;;;
Y6224010;H;2,02E+11;0.306;;;;;;;;;;
Y6224010;H;2,02E+11;0.299;;;;;;;;;;
